G1692,长沙南,厦门北,08:18:00
G1694,厦门北,长沙南,15:46:00
G17,北京南,上海虹桥,15:00:00
G171,天津西,青岛,10:51:00
G172,青岛,天津西,09:02:00
G173,天津西,青岛,13:51:00
G174,青岛,天津西,16:06:00
G1741,蚌埠南,长沙南,07:10:00
G1743,南京南,广州南,14:58:00
G1745,合肥南,长沙南,19:18:00
G175,北京南,青岛,06:21:00
G177,北京南,青岛,07:25:00
G178,青岛,北京南,07:02:00
G179,北京南,青岛,09:35:00
G18,上海虹桥,北京南,15:00:00
G180,青岛,北京南,07:10:00
G181,北京南,青岛,10:45:00
G182,青岛,北京南,08:20:00
G183,北京南,青岛,11:53:00
G184,青岛,北京南,09:29:00
G185,北京南,青岛,12:20:00
G186,青岛,北京南,10:22:00
